flight_no,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,aircraft
PG0282,Псков,Шереметьево,2016-10-23 12:55:00+00:00,2016-10-23 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-09-20 12:55:00+00:00,2016-09-20 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-27 12:55:00+00:00,2016-10-27 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-09-25 12:55:00+00:00,2016-09-25 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-11-05 12:55:00+00:00,2016-11-05 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-28 12:55:00+00:00,2016-10-28 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-11-03 12:55:00+00:00,2016-11-03 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-11-08 12:55:00+00:00,2016-11-08 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-18 12:55:00+00:00,2016-10-18 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-07 12:55:00+00:00,2016-10-07 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-02 12:55:00+00:00,2016-10-02 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-09-27 12:55:00+00:00,2016-09-27 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-09-23 12:55:00+00:00,2016-09-23 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-09-14 12:55:00+00:00,2016-09-14 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-26 12:55:00+00:00,2016-10-26 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-06 12:55:00+00:00,2016-10-06 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-04 12:55:00+00:00,2016-10-04 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-11-06 12:55:00+00:00,2016-11-06 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-20 12:55:00+00:00,2016-10-20 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-09-18 12:55:00+00:00,2016-09-18 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-11-04 12:55:00+00:00,2016-11-04 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-09-16 12:55:00+00:00,2016-09-16 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-19 12:55:00+00:00,2016-10-19 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-21 12:55:00+00:00,2016-10-21 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-14 12:55:00+00:00,2016-10-14 14:50:00+00:00,Cessna 208 Caravan
PG0282,Псков,Шереметьево,2016-10-31 12:55:00+00:00,2016-10-31 14:50:00+00:00,Cessna 208 Caravan
PG0580,Псков,Казань,2016-10-11 11:05:00+00:00,2016-10-11 12:55:00+00:00,Bombardier CRJ-200
PG0580,Псков,Казань,2016-09-27 11:05:00+00:00,2016-09-27 12:55:00+00:00,Bombardier CRJ-200
PG0580,Псков,Казань,2016-09-20 11:05:00+00:00,2016-09-20 12:55:00+00:00,Bombardier CRJ-200
PG0580,Псков,Казань,2016-10-18 11:05:00+00:00,2016-10-18 12:55:00+00:00,Bombardier CRJ-200
PG0580,Псков,Казань,2016-11-08 11:05:00+00:00,2016-11-08 12:55:00+00:00,Bombardier CRJ-200
PG0580,Псков,Казань,2016-09-13 11:05:00+00:00,2016-09-13 12:55:00+00:00,Bombardier CRJ-200
PG0580,Псков,Казань,2016-11-01 11:05:00+00:00,2016-11-01 12:55:00+00:00,Bombardier CRJ-200
PG0580,Псков,Казань,2016-10-04 11:05:00+00:00,2016-10-04 12:55:00+00:00,Bombardier CRJ-200
PG0580,Псков,Казань,2016-10-25 11:05:00+00:00,2016-10-25 12:55:00+00:00,Bombardier CRJ-200
PG0169,Хомутово,Домодедово,2016-10-08 05:55:00+00:00,2016-10-08 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-06 05:55:00+00:00,2016-10-06 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-25 05:55:00+00:00,2016-09-25 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-13 05:55:00+00:00,2016-10-13 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-15 05:55:00+00:00,2016-09-15 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-03 05:55:00+00:00,2016-10-03 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-20 05:55:00+00:00,2016-09-20 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-04 05:55:00+00:00,2016-10-04 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-02 05:55:00+00:00,2016-11-02 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-13 05:55:00+00:00,2016-09-13 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-12 05:55:00+00:00,2016-10-12 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-28 05:55:00+00:00,2016-09-28 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-23 05:55:00+00:00,2016-09-23 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-11 05:55:00+00:00,2016-10-11 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-31 05:55:00+00:00,2016-10-31 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-07 05:55:00+00:00,2016-11-07 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-28 05:55:00+00:00,2016-10-28 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-12 05:55:00+00:00,2016-11-12 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-06 05:55:00+00:00,2016-11-06 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-17 05:55:00+00:00,2016-09-17 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-27 05:55:00+00:00,2016-09-27 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-03 05:55:00+00:00,2016-11-03 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-29 05:55:00+00:00,2016-10-29 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-29 05:55:00+00:00,2016-09-29 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-16 05:55:00+00:00,2016-09-16 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-10 05:55:00+00:00,2016-10-10 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-19 05:55:00+00:00,2016-09-19 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-26 05:55:00+00:00,2016-10-26 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-25 05:55:00+00:00,2016-10-25 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-18 05:55:00+00:00,2016-09-18 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-23 05:55:00+00:00,2016-10-23 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-22 05:55:00+00:00,2016-10-22 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-08 05:55:00+00:00,2016-11-08 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-24 05:55:00+00:00,2016-10-24 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-21 05:55:00+00:00,2016-09-21 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-04 05:55:00+00:00,2016-11-04 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-24 05:55:00+00:00,2016-09-24 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-27 05:55:00+00:00,2016-10-27 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-14 05:55:00+00:00,2016-10-14 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-02 05:55:00+00:00,2016-10-02 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-05 05:55:00+00:00,2016-10-05 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-19 05:55:00+00:00,2016-10-19 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-07 05:55:00+00:00,2016-10-07 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-26 05:55:00+00:00,2016-09-26 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-05 05:55:00+00:00,2016-11-05 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-20 05:55:00+00:00,2016-10-20 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-17 05:55:00+00:00,2016-10-17 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-01 05:55:00+00:00,2016-11-01 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-10 05:55:00+00:00,2016-11-10 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-22 05:55:00+00:00,2016-09-22 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-16 05:55:00+00:00,2016-10-16 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-18 05:55:00+00:00,2016-10-18 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-15 05:55:00+00:00,2016-10-15 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-01 05:55:00+00:00,2016-10-01 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-30 05:55:00+00:00,2016-10-30 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-30 05:55:00+00:00,2016-09-30 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-09 05:55:00+00:00,2016-10-09 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-10-21 05:55:00+00:00,2016-10-21 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-09-14 05:55:00+00:00,2016-09-14 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-11 05:55:00+00:00,2016-11-11 14:45:00+00:00,Airbus A319-100
PG0169,Хомутово,Домодедово,2016-11-09 05:55:00+00:00,2016-11-09 14:45:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-12 06:45:00+00:00,2016-11-12 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-03 06:45:00+00:00,2016-11-03 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-26 06:45:00+00:00,2016-09-26 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-30 06:45:00+00:00,2016-09-30 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-25 06:45:00+00:00,2016-10-25 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-01 06:45:00+00:00,2016-11-01 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-28 06:45:00+00:00,2016-09-28 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-07 06:45:00+00:00,2016-10-07 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-14 06:45:00+00:00,2016-10-14 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-28 06:45:00+00:00,2016-10-28 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-15 06:45:00+00:00,2016-10-15 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-10 06:45:00+00:00,2016-10-10 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-15 06:45:00+00:00,2016-09-15 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-27 06:45:00+00:00,2016-10-27 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-06 06:45:00+00:00,2016-11-06 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-29 06:45:00+00:00,2016-10-29 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-16 06:45:00+00:00,2016-09-16 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-22 06:45:00+00:00,2016-10-22 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-01 06:45:00+00:00,2016-10-01 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-31 06:45:00+00:00,2016-10-31 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-11 06:45:00+00:00,2016-10-11 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-19 06:45:00+00:00,2016-09-19 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-02 06:45:00+00:00,2016-10-02 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-30 06:45:00+00:00,2016-10-30 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-12 06:45:00+00:00,2016-10-12 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-21 06:45:00+00:00,2016-10-21 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-21 06:45:00+00:00,2016-09-21 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-08 06:45:00+00:00,2016-10-08 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-24 06:45:00+00:00,2016-10-24 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-17 06:45:00+00:00,2016-10-17 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-11 06:45:00+00:00,2016-11-11 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-04 06:45:00+00:00,2016-11-04 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-06 06:45:00+00:00,2016-10-06 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-20 06:45:00+00:00,2016-10-20 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-27 06:45:00+00:00,2016-09-27 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-08 06:45:00+00:00,2016-11-08 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-25 06:45:00+00:00,2016-09-25 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-13 06:45:00+00:00,2016-09-13 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-26 06:45:00+00:00,2016-10-26 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-29 06:45:00+00:00,2016-09-29 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-10 06:45:00+00:00,2016-11-10 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-24 06:45:00+00:00,2016-09-24 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-23 06:45:00+00:00,2016-10-23 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-02 06:45:00+00:00,2016-11-02 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-05 06:45:00+00:00,2016-11-05 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-07 06:45:00+00:00,2016-11-07 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-22 06:45:00+00:00,2016-09-22 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-20 06:45:00+00:00,2016-09-20 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-17 06:45:00+00:00,2016-09-17 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-16 06:45:00+00:00,2016-10-16 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-05 06:45:00+00:00,2016-10-05 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-13 06:45:00+00:00,2016-10-13 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-09 06:45:00+00:00,2016-10-09 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-19 06:45:00+00:00,2016-10-19 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-14 06:45:00+00:00,2016-09-14 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-11-09 06:45:00+00:00,2016-11-09 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-18 06:45:00+00:00,2016-09-18 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-04 06:45:00+00:00,2016-10-04 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-09-23 06:45:00+00:00,2016-09-23 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-18 06:45:00+00:00,2016-10-18 15:30:00+00:00,Airbus A319-100
PG0704,Хомутово,Шереметьево,2016-10-03 06:45:00+00:00,2016-10-03 15:30:00+00:00,Airbus A319-100
PG0582,Хомутово,Якутск,2016-11-05 00:10:00+00:00,2016-11-05 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-09-27 00:10:00+00:00,2016-09-27 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-09-24 00:10:00+00:00,2016-09-24 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-11-08 00:10:00+00:00,2016-11-08 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-10-25 00:10:00+00:00,2016-10-25 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-09-20 00:10:00+00:00,2016-09-20 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-09-13 00:10:00+00:00,2016-09-13 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-10-04 00:10:00+00:00,2016-10-04 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-11-01 00:10:00+00:00,2016-11-01 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-10-18 00:10:00+00:00,2016-10-18 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-10-15 00:10:00+00:00,2016-10-15 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-11-12 00:10:00+00:00,2016-11-12 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-10-11 00:10:00+00:00,2016-10-11 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-10-01 00:10:00+00:00,2016-10-01 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-10-22 00:10:00+00:00,2016-10-22 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-10-29 00:10:00+00:00,2016-10-29 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-10-08 00:10:00+00:00,2016-10-08 02:50:00+00:00,Bombardier CRJ-200
PG0582,Хомутово,Якутск,2016-09-17 00:10:00+00:00,2016-09-17 02:50:00+00:00,Bombardier CRJ-200
PG0399,Хомутово,Хабаровск-Новый,2016-10-01 04:40:00+00:00,2016-10-01 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-09-22 04:40:00+00:00,2016-09-22 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-07 23:50:00+00:00,2016-10-08 01:45:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-03 23:50:00+00:00,2016-10-04 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-04 04:40:00+00:00,2016-10-04 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-09-23 04:40:00+00:00,2016-09-23 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-05 04:40:00+00:00,2016-10-05 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-09-22 23:50:00+00:00,2016-09-23 01:45:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-04 23:50:00+00:00,2016-10-05 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-23 04:40:00+00:00,2016-10-23 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-11-04 23:50:00+00:00,2016-11-05 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-11-10 04:40:00+00:00,2016-11-10 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-17 04:40:00+00:00,2016-10-17 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-16 23:50:00+00:00,2016-10-17 01:45:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-11-09 23:50:00+00:00,2016-11-10 01:45:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-31 23:50:00+00:00,2016-11-01 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-11 04:40:00+00:00,2016-10-11 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-08 04:40:00+00:00,2016-10-08 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-10 04:40:00+00:00,2016-10-10 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-11-01 04:40:00+00:00,2016-11-01 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-09 23:50:00+00:00,2016-10-10 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-09-28 04:40:00+00:00,2016-09-28 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-09-27 23:50:00+00:00,2016-09-28 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-11-08 04:40:00+00:00,2016-11-08 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-29 04:40:00+00:00,2016-10-29 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-28 23:50:00+00:00,2016-10-29 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-21 04:40:00+00:00,2016-10-21 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-20 23:50:00+00:00,2016-10-21 01:45:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-09-26 23:50:00+00:00,2016-09-27 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-06 04:40:00+00:00,2016-10-06 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-05 23:50:00+00:00,2016-10-06 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-09-27 04:40:00+00:00,2016-09-27 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-11-06 04:40:00+00:00,2016-11-06 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-09-21 04:40:00+00:00,2016-09-21 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-09-18 04:40:00+00:00,2016-09-18 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-09-17 23:50:00+00:00,2016-09-18 01:45:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-09-20 23:50:00+00:00,2016-09-21 01:45:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-09-19 23:50:00+00:00,2016-09-20 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-09-20 04:40:00+00:00,2016-09-20 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-27 23:50:00+00:00,2016-10-28 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-28 04:40:00+00:00,2016-10-28 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-08 23:50:00+00:00,2016-10-09 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-31 04:40:00+00:00,2016-10-31 06:35:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-09 04:40:00+00:00,2016-10-09 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-12 23:50:00+00:00,2016-10-13 01:45:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-11-05 23:50:00+00:00,2016-11-06 01:45:00+00:00,Cessna 208 Caravan
PG0399,Хомутово,Хабаровск-Новый,2016-10-13 04:40:00+00:00,2016-10-13 06:35:00+00:00,Cessna 208 Caravan
PG0398,Хомутово,Хабаровск-Новый,2016-10-01 23:50:00+00:00,2016-10-02 01:45:00+00:00,Cessna 208 Caravan
